Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Target
-0.06401338893057161,1.6463714134829037,0.039175243115571266,-0.6988803388875419,-0.785137666503327,-1.2371183352379789,-0.04850800818111556,1
-2.1809019809819516,-5.574308186710511,-0.20132975593356942,2.573542501897893,2.0411976454836243,1.4659416322699306,-2.6337143593893453,3
0.9493416939518634,1.9113694970901194,0.12569250837761142,-0.8812874552368395,-0.537450630798169,-0.6454648623088607,1.0720026059690024,0
3.7493166640029423,-0.6021063896104174,1.5698758534007522,-1.0732670071830328,2.7080053157711004,-1.382430353776975,1.5201739202513085,1
-1.1802831578208024,0.8174806165414379,-0.20000924474606202,0.35980478655524073,-1.7316451345039252,2.318676336823434,0.4944263765102751,2
2.125419384979897,0.422042681088444,-1.2051281784611245,-1.2303298328372194,0.36933541502181355,1.2501401161535206,1.1081876017027392,2
1.9540023989461306,-0.9360774382419965,-2.015018241728942,-0.9061412344982915,1.2515660785318492,0.7384478995647301,0.2068551345490448,3
-0.4477075951607068,-0.4822358672431886,-2.1690322039443743,-0.18369436370230696,-0.5590663120767352,1.7899725126822206,-0.6269159284522365,4
1.0883001722364727,2.201858190541886,-1.1105072717423201,-1.4377648447462064,-0.46374784389789236,-1.6900053622048374,0.42806570968981816,3
1.6382617580672452,-2.8538483753021344,-0.2335114128026611,-0.07089092109148365,2.3432667474302447,0.7487677921242841,-0.45155126959779146,2
1.1502944968249145,0.7383897288709299,-1.596050299137245,-0.6053831159222072,0.5726855019114216,-1.5753196131082086,0.5188004598376958,1
0.9347846561360859,-0.9802200698518553,-0.8274572710805084,-0.2512042815827138,1.3071958558785368,-0.9288422637909077,-0.3781095516478805,1
1.454807141146735,-1.2062510601489211,1.112933041335781,1.1092176810298962,2.3114929015643835,-1.6631995741344692,1.6231252210867244,1
-1.1149421709140988,-0.47992920313652315,1.9453361416931754,0.89690727638187,-0.09050225964082359,-0.2818729323753677,-0.34876353096162327,3
0.5056365171134843,2.396789634986848,1.6373475067144871,-0.8881892265008948,-0.5044652881818776,-2.657391955994423,0.49469413737021517,3
0.9107739036078636,0.7823726037935343,1.1363111041998917,-0.08194515787986867,0.6613846672526604,-1.9991822477803758,0.9127891366870196,1
4.273066802227307,1.2586092282432697,-1.0135496182305075,-2.3040252456965837,1.196042408156012,0.27326173176039426,2.220256849523006,1
-0.8216629942100593,0.4189036303543785,-1.0092109614791982,1.0273438996836104,0.27327791545187385,-2.5760955944347597,0.2465199092000261,1
-1.7697599520643794,-7.494311452644352,-0.06757302855249839,2.5726338477480057,2.6672999099091816,3.888964644207813,-3.09736609285638,0
1.0228450329558108,-1.2578467286747486,-1.3880793395375324,-0.8544922542999112,0.7020331230134322,1.3728778815214844,-0.7495940171387152,4
-0.7536232592817694,-2.010339474392901,1.1223364321679719,1.3518873080746143,1.34054057493229,-1.136393648242112,-0.754923382751147,3
2.9532334699396934,-0.6317757534654398,-1.2961462980233238,-2.5438250564436906,1.7434074336448808,-0.9744007260236011,-1.18267374515005,3
1.5932127377091576,0.12309197996786705,-1.3065733869687444,-0.3759711430094579,1.4222501421688607,-2.209112028866846,0.6458468903155545,1
4.82642005666617,1.3550194170074676,-1.8890694686411573,-2.240851796451091,1.3953916764699061,0.6152215763009594,3.019013022255943,2
-1.8928494856226428,-3.011976656532571,-1.597073374010385,1.9086855501121152,0.7846419464921491,0.8732765757128291,-1.4229903065049365,3
-3.0225307551414353,2.4485905814293742,-0.14872563694900348,2.4993977303582957,-2.706894036076242,0.6222217644811421,2.3581563626337125,0
0.42036543252737063,0.6356957930002034,-1.4263240421758776,1.1858845348070972,0.18922863814849133,0.07464992965731176,2.524668571415007,1
1.0345753695429107,0.9210704366087151,0.7517582733837415,-0.7439616547125023,-0.7073810587087657,2.194953141664013,1.281661596212141,2
1.7457593121851207,0.4628192443854469,-0.19700321546689853,-0.06567368355537662,1.4323083153767797,-2.299612192148959,1.454968835488492,1
-0.4168042578035416,1.5487794227172802,0.9375020136983824,-0.6492953847859289,-1.7322556718746749,1.581099793008141,0.28119786067085006,2
2.697395633321181,-2.8506475073842616,-0.31786914596968535,-0.9536457178997992,2.2988977448455814,2.3314567788383664,-0.1854579279191757,4
2.786909940983046,-0.31533173169897527,-0.2002787456816278,-2.048884435022954,0.9627363196950232,1.2544592829601244,0.10654065652582989,1
0.4033165082044213,-1.9663277502838261,-0.7377065906314436,0.011728240994578254,1.0003309669180072,1.192965990658884,-0.7920282323598258,2
-0.23767121131290808,0.7683801348586401,1.1962509683662326,0.33571764902699563,-0.2310175727246957,-0.8848092981579447,0.5846042062816568,0
-1.2310439468710432,-0.014717926025717115,-0.2501404971803685,0.6249175488100924,-1.5179130534612408,3.3305003186741517,0.41162999926598687,2
-1.4169872708118538,-3.9973483747718084,-0.6367453395491364,1.7306788025818132,1.8591853706574573,-0.1331368824979282,-2.186509985533555,3
0.9093328601851007,0.0028835204778343603,0.4867909549901787,-1.6482280467718133,0.7409588413209831,-2.1997132135037134,-1.8444347124806733,3
2.65390249031801,0.6090997287905162,0.16631523731971584,-1.0507140492388942,0.4708711767271979,1.81321599041119,2.162512402003314,2
-0.44966443773809356,-0.44725068944505586,-0.23208280591422947,0.28703340928000365,-0.1783542606320907,0.8122176267197125,-0.20818672051840603,0
2.9832516660410064,0.12472716330402432,0.9034972778794272,-1.1964015799491476,1.1545610834844173,0.9206436721898235,1.7069921211921435,2
1.3764111131073191,-1.0381154230533913,-0.22076780561824602,-0.468264529665701,0.42214804299230035,3.0323449285819244,0.7015555896629914,2
-2.1712748753348317,-0.22707888414131233,-1.3485825913638454,1.7066645865446022,-1.4628344016441053,2.554264334612961,0.5708425460230013,4
1.1668470164033902,-2.504154871963849,1.2964000395453614,-0.6250368707279319,1.4683811605500532,1.6315214996525818,-1.186871479938437,4
0.5661845122980093,-1.6960862470252311,0.6911911898901267,-0.697664806958634,1.0594149085728983,0.14935413378007967,-1.6331810560511895,4
0.9875991605490927,3.3521295641995796,-0.6777310336809225,-1.3653087865600149,-1.2354572553321286,-1.372395847818756,1.383428880393852,0
0.6526273099847352,-1.5666810093211034,-0.7482374537931107,2.3146594315800306,2.2180948566002634,-1.2214707319246336,2.273302964595162,1
0.377954027640292,0.6402001954257213,0.39272315044054235,-1.693644869944261,0.4815452392865539,-3.7019273971025335,-2.3201908354093135,3
2.6187561061899176,-0.7448468525839609,0.9369375672901971,-0.9460441243711305,1.3821583271475208,1.2780774539694384,1.099846745641475,2
3.230512575732728,-0.164367726646696,-0.5176400857073744,-1.3710709018881027,1.442452534733579,0.8371106335259184,1.4782022281499572,2
0.7436879226904201,-1.0863296722316202,0.03559994909471772,-0.2402689685051218,1.283148035045551,-1.0319351150451062,-0.6619244743114696,1
0.07152545288558741,2.3068318276861675,0.24087930755292342,-0.7574264899947707,-1.7046163909885443,0.9377872532329312,1.0486864601577919,2
-1.0533486232007199,0.37652465743221974,-1.252699808484323,0.8191765595309377,-0.6036695464829349,-0.09298182732339955,0.31072000943622125,1
0.18032843461198667,3.702198738855814,-0.14194196461282563,-1.6549864831163044,-1.9389308450379688,-1.5616245781444245,0.4039785168568756,0
1.2258956157771552,1.6368068591964648,0.12386364025726188,-0.6061754886120436,-0.19963889043696315,-0.4568500931977285,1.5563887832801417,0
0.17141240231893068,-4.298923778641441,-0.43434541877938426,1.1014041204283063,2.691871864906168,0.317290467669355,-1.5588071462641997,0
-2.500150340648362,-4.971486198707894,0.33652516377667935,2.5686101758955537,1.2252976750697728,2.474554409769202,-2.251700594104351,0
1.5193646198831492,0.4357122909150336,-0.46333923924264225,-0.3366282771845486,0.05458792346763208,1.8676178967559542,1.8651730357020373,2
2.343803761339729,-3.1610329861657562,0.06839614282503233,-0.6673643398594122,2.071602787419792,3.251162863330048,-0.16693550130426194,4
-2.9847007657828546,0.021865223914478378,0.8825096630967263,2.1628734017024858,-0.20528187574776924,-3.6581237282731274,-0.9667071876559157,1
1.8739653098639042,-2.047994474015701,-0.39477705819439196,-1.0617042414731952,1.6793184873895273,1.0954322591213836,-0.8469687028869987,4
0.39744803824327346,1.7615026155717592,0.8149092506334191,-0.25865248365533955,-0.16306523527727523,-2.265693028249871,0.8435615841525588,1
3.7016644669986567,0.711268942815314,-0.1778086607368851,-2.415456971939043,1.275101795457343,-0.24864939677469167,0.9488368889356931,2
-0.4590282020448792,-1.1005855160523412,-1.0855476064485112,0.49075483146725263,0.3414557250027105,0.4295844700499334,-0.5375289917204202,0
-0.38134791917509514,0.4693612243312358,0.4833698224477342,1.509830960718343,0.1055130752879132,-0.7073903082714206,1.8362018159881435,1
3.7106652974216687,4.8444923492313725,-0.3052911085150738,-3.2283339152976698,-0.9055542247975122,-1.3912405703720108,2.747913412839405,2
-0.43784757301292804,-0.34496392865310294,2.2184304584352237,-0.5445894902937105,-0.8481818092203655,2.2268038094703773,-0.8906850048305414,4
-1.2001980963412904,0.005325164887477624,-1.4182681457421913,1.50848583383546,-0.43846862401839304,0.37496031917631134,0.9222311803962474,1
-0.7272503526994608,0.4287160883346194,-0.6555281583075703,-0.0913218818634689,-1.41460802634967,2.5093263424655845,0.09098981828889996,4
0.1417957151462265,0.6568713301414579,-0.4411251092856158,-1.5092969602199142,-0.9854572027748781,1.0919444984908808,-1.119158926687847,4
1.4435953894847566,1.2300142488453367,-0.014566072933589285,-2.5916814745217946,-0.3601298828303441,-0.4632190635462121,-1.2122243480342796,3
0.22463352615654364,1.9319055617808758,0.15475676709780375,-0.6233877246379536,-1.006116775692738,-0.33699684760682824,0.7828398099500151,0
1.9963239606647745,2.913185708214916,-2.129002872982977,-1.5887237201356719,0.6537562653986294,-5.2232048240836395,0.8140310130540034,3
-0.19582457343020165,2.3341801588616633,-0.14579685506508838,0.09577618099169549,-1.1209879092186086,-0.9490537062591599,1.4868708379552764,0
