Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Target
0.1781000776651399,1.2676512299941058,1.538085875672269,1.304630239715497,-0.35417014231475463,-0.7782161245877368,125.99423185253218
-0.08711211469652373,-0.13094674382688773,1.0967802980966357,-0.4193140900718648,0.6361454471805916,0.5659698614605304,98.17358450548433
-0.10260680959704102,-0.11728690639071043,-1.3894030303557572,0.7184357126225888,-1.5444189723751316,0.13269990764921083,-167.24397745556345
0.2624755013485979,-0.9193474947851716,-0.5341007214726234,0.4162118637766685,-0.30567251599998885,0.5451488616355282,-24.060637849007318
-0.9890709325082462,-0.4831345435194811,-0.5037044133769502,-0.1612208885533417,-0.8127890427186019,-0.2468946636194524,-65.10366158518224
-0.7489835617373497,-0.14868713104249295,1.5753437929799858,0.7494229514923058,0.0043563178838355605,0.545020715491975,156.07965060572474
0.1578422171685626,-1.265676974647175,0.9654497427068534,-1.993332849403742,-0.05019343216828537,-0.5184603163812178,-11.595459220902313
-0.20758913429585235,-0.7529048112710994,-2.7069768858945538,0.10368165187358153,0.21575803496844212,0.35447015818679184,-168.84850498722557
-0.40872571361036175,0.20725085940407886,-0.9657527598317212,-1.83189513685313,0.12493275743103686,0.6691662613261777,-148.77319174919052
-2.200613348859093,-0.7683892348536927,1.0845650964591704,-0.09393443284142393,-0.9128601764008555,-0.4626375640452208,13.952056878598786
-1.1460240530271448,-1.470620519935311,-1.183910459473802,0.9112604918388576,0.8304444084872449,-0.4502589748546704,-25.517363529362495
0.9030261554418163,0.4258374879773465,1.5310334149058122,-1.2334212567550111,-0.7493912206500644,-0.15004033815054346,22.859913038480457
-1.1445457505339167,0.10884810885248011,0.0008550355586605987,-0.2619761490193583,-0.14614588846473164,1.017881869877643,-14.500854985613115
-0.3078666611568418,0.24287765759250587,-1.1443466090788157,-0.12074643027231233,0.7359151549339579,0.022711613028659056,-41.63417121373348
0.9861098828939785,-0.33180826839359556,1.5427282582584898,1.3187770955534874,-1.1192726891921707,0.9248719397538098,119.34552934385522
-1.3097271792958416,1.2128989623729944,0.8035548597569657,1.1878379914697572,-1.4397173085244714,0.1639110011117539,23.10799380865498
-0.2864594713718329,0.1273031351896539,-1.4863389917512513,1.3479585584890859,0.038036318456950255,1.1970838641096544,-64.63896762146638
-1.2520090767073695,1.920665278936417,-0.37074856450802607,1.7907891997179968,-0.6995551450713643,-1.596573688092783,12.586711555631021
-1.155425171499167,-0.7995442941816001,-1.2787595426209513,-0.031845985984867646,1.1913068361089627,-1.9252963443787505,-23.748633720735334
0.8042093633124167,-1.9190609878791611,0.6426871263868283,1.0373369596959428,0.5810745366819056,0.750260042210615,135.6800555166411
-0.04381191848979802,-1.0052429928985909,-0.8490083907888862,-0.270921821039919,0.703068801421004,0.24968779693637946,-26.197595822870717
-0.6287741653698811,-0.5631807323170283,0.4442267895360759,0.8251251526961204,1.5821581796030775,-1.215773988148666,141.34775624024357
1.251649440088798,-1.2656587726392161,-0.6275126362867297,1.9089164794438866,-0.6424410957124037,-0.6868037107260093,-18.503764638599833
-0.9788230542377673,1.2008943845999946,-0.8494429990983705,-0.20580327401835855,-0.14918530193958496,-0.23722743632984702,-69.42873180790686
0.22870160450868005,-0.9977766479813853,0.7748203883542463,0.45616245714081516,-0.6872538647327177,-0.09201686236252977,34.16128811807889
-0.6147594553521492,-0.07162855463227667,1.4287208539802532,0.7219865150123183,-2.0373961174363293,0.10757942600311642,20.976204206197558
-0.7157179576323681,0.25029326605936053,0.6403766374215312,-1.7270703266896217,0.3584724952039249,-2.1289476675780334,-6.104991954971188
-0.20082530896505554,-0.24151149715627562,0.37981115597680565,-0.12433681660680558,0.28085176729017014,-0.8711185744941388,13.983004773220209
-0.497231110881412,0.06199011307528415,-0.15697347647887552,1.9394637724201493,-1.2220074231494487,0.5815773405576818,-21.751164088989317
0.017657813089219262,-1.0433761767524206,0.42838720883733117,0.6039623719705757,-0.21858440550098363,-1.1889216411134347,34.7175099791084
-1.7007747900534465,-1.1813528012384198,0.2407282311885485,0.2606416872273129,-0.5736231656655554,0.2991159176582663,-11.243559239908944
-0.1134758565576283,-1.154333650330671,1.010917834499439,-0.3913410162496264,-2.1071698654655577,1.1580158673903618,-59.13210637269382
-0.5380854954064388,-0.1595555738868213,0.7890903477119492,-1.263676532504958,0.9849644372681431,1.211552825639933,53.26322033654202
1.5026391450788403,0.14275665984764133,0.053095983950088306,-0.7458274641910475,-0.6506675564230164,-1.1577649400571302,-70.2858367325843
